aileron_span_fraction,aileron_chord_fraction,aileron_start_y_m,aileron_area_m2,aileron_area_ratio,aileron_blown_overlap_fraction,low_speed_local_dynamic_pressure_ratio,low_speed_effective_velocity_mps,cruise_trim_alpha_deg,cl_delta_per_deg,cl_p_hat,roll_rate_at_nominal_degps,roll_rate_at_max_degps,low_speed_cl_delta_per_deg_proxy,low_speed_cl_p_hat_proxy,low_speed_roll_rate_at_nominal_degps_proxy,low_speed_roll_rate_at_max_degps_proxy,score,selected_flap_span_fraction,selected_flap_chord_fraction,selected_flap_deflection_deg
0.16,0.16,0.84,0.01792,0.025599999999999998,0.6748750000000003,9.343263833718755,12.226701163416896,5.375,0.00046959488165889443,-0.45579366043496256,8.264293690274984,11.80613384324998,0.004387548874302987,-3.6045373818975723,3.9055580095733013,5.579368585104716,0.07993926577431254,0.65,0.34,40.0
0.16,0.19,0.84,0.021279999999999997,0.030399999999999996,0.6748750000000003,9.343263833718755,12.226701163416896,5.375,0.0005963041098376009,-0.45579366043496256,10.494220624822661,14.991743749746657,0.005571426623343512,-3.6045373818975723,4.95938176346946,7.084831090670657,0.07916444843794335,0.65,0.34,40.0
0.16,0.22,0.84,0.02464,0.0352,0.6748750000000003,9.343263833718755,12.226701163416896,5.375,0.0007352218183955694,-0.45579366043496256,12.939001833355949,18.48428833336564,0.006869371425576262,-3.6045373818975723,6.11474182066072,8.735345458086742,0.07785249541661013,0.65,0.34,40.0
0.16,0.25,0.84,0.027999999999999997,0.04,0.6748750000000003,9.343263833718755,12.226701163416896,5.375,0.0008863480073328003,-0.45579366043496256,15.598637315874855,22.283767594106937,0.00828138328100124,-3.6045373818975723,7.371638181147087,10.530911687352981,0.07600340671031286,0.65,0.34,40.0
0.16,0.28,0.84,0.03136,0.0448,0.6748750000000003,9.343263833718755,12.226701163416896,5.375,0.0010496826766492938,-0.45579366043496256,18.473127072379388,26.390181531970548,0.009807462189618445,-3.6045373818975723,8.73007084492856,12.471529778469373,0.07361718231905154,0.65,0.34,40.0
0.2,0.16,0.8,0.0224,0.032,0.5588000000000005,7.908265723700007,11.24865554540631,5.375,0.0005742328715937566,-0.4561807436589241,10.097218841494803,14.424598344992575,0.004541186135846733,-3.6075985388898464,4.038887536597923,5.769839337997034,0.081756952896263,0.65,0.34,40.0
0.2,0.19,0.8,0.0266,0.038,0.5588000000000005,7.908265723700007,11.24865554540631,5.375,0.0007291762212688051,-0.4561807436589241,12.821717885516838,18.316739836452623,0.005766519317197184,-3.6075985388898464,5.128687154206738,7.326695934581054,0.0809457052862079,0.65,0.34,40.0
0.2,0.22,0.8,0.030799999999999998,0.044,0.5588000000000005,7.908265723700007,11.24865554540631,5.375,0.0008990484192337126,-0.4561807436589241,15.808723406773113,22.58389058110445,0.007109913797772643,-3.6075985388898464,6.32348936270925,9.033556232441786,0.07947819148306721,0.65,0.34,40.0
0.2,0.25,0.8,0.034999999999999996,0.049999999999999996,0.5588000000000005,7.908265723700007,11.24865554540631,5.375,0.0010838494654884783,-0.4561807436589241,19.058235405263623,27.226050578948037,0.008571369577573106,-3.6075985388898464,7.623294162105455,10.890420231579222,0.07735441148684094,0.65,0.34,40.0
0.2,0.28,0.8,0.0392,0.056,0.5588000000000005,7.908265723700007,11.24865554540631,5.375,0.0012835793600331031,-0.4561807436589241,22.570253880988385,32.24321982998341,0.010150886656598579,-3.6075985388898464,9.028101552395357,12.89728793199337,0.07457436529752903,0.65,0.34,40.0
0.24,0.16,0.76,0.026879999999999998,0.0384,0.5226666666666672,7.46156087733334,10.926343122807989,5.375,0.0006737665693366744,-0.45662125161220074,11.835974109654407,16.908534442363436,0.00502735027421763,-3.6110821928377614,4.466963779280203,6.381376827543147,0.08381006472586397,0.65,0.34,40.0
0.24,0.19,0.76,0.03192,0.0456,0.5226666666666672,7.46156087733334,10.926343122807989,5.375,0.0008555667662887316,-0.45662125161220074,15.029635716185373,21.470908165979104,0.006383863511286596,-3.6110821928377614,5.672269788526635,8.103242555038053,0.08302591070953658,0.65,0.34,40.0
0.24,0.22,0.76,0.03696,0.0528,0.5226666666666672,7.46156087733334,10.926343122807989,5.375,0.0010548834785675562,-0.45662125161220074,18.531007784075523,26.47286826296504,0.00787107729382498,-3.6110821928377614,6.993707471656665,9.991010673795238,0.0814724805398112,0.65,0.34,40.0
0.24,0.25,0.76,0.041999999999999996,0.06,0.5226666666666672,7.46156087733334,10.926343122807989,5.375,0.0012717167061731477,-0.45662125161220074,22.340090313324854,31.914414733321216,0.009488991621832777,-3.6110821928377614,8.431276828670287,12.044681183814696,0.07914977421668787,0.65,0.34,40.0
0.24,0.28,0.76,0.04704,0.0672,0.5226666666666672,7.46156087733334,10.926343122807989,5.375,0.001506066449105508,-0.45662125161220074,26.456883303933385,37.79554757704769,0.011237606495310002,-3.6110821928377614,9.984977859567516,14.264254085096452,0.07605779174016654,0.65,0.34,40.0
0.28,0.16,0.72,0.03136,0.0448,0.5908571428571433,8.304577930571433,11.52706584040982,5.375,0.0007681959748876478,-0.45712409331062975,13.47995937683539,19.257084824050555,0.006379543339405767,-3.6150587986058946,5.662195836964936,8.088851195664194,0.08610010155791153,0.65,0.34,40.0
0.28,0.19,0.72,0.03724,0.053200000000000004,0.5908571428571433,8.304577930571433,11.52706584040982,5.375,0.0009754757448973796,-0.45712409331062975,17.117212071083912,24.45316010154845,0.008100914342882508,-3.6150587986058946,7.190007344969525,10.27143906424218,0.08540696982229022,0.65,0.34,40.0
0.28,0.22,0.72,0.04312,0.0616,0.5908571428571433,8.304577930571433,11.52706584040982,5.375,0.0012027269963971001,-0.45712409331062975,21.104915389887765,30.14987912841109,0.009988140070781826,-3.6150587986058946,8.865024049365799,12.66432007052257,0.08383771152528059,0.65,0.34,40.0
0.28,0.25,0.72,0.049,0.07,0.5908571428571433,8.304577930571433,11.52706584040982,5.375,0.001449949729386809,-0.45712409331062975,25.44306933324695,36.347241904638494,0.012041220523103717,-3.6150587986058946,10.68724595015375,15.267494214505357,0.08139232666688263,0.65,0.34,40.0
0.28,0.28,0.72,0.054880000000000005,0.07840000000000001,0.5908571428571433,8.304577930571433,11.52706584040982,5.375,0.0017171439438665075,-0.45712409331062975,30.13167390116147,43.04524843023067,0.01426015569984819,-3.6150587986058946,12.656673047333392,18.08096149619056,0.07840000000000001,0.65,0.34,40.0
