aileron_span_fraction,aileron_chord_fraction,aileron_start_y_m,aileron_area_m2,aileron_area_ratio,aileron_blown_overlap_fraction,low_speed_local_dynamic_pressure_ratio,low_speed_effective_velocity_mps,cruise_trim_alpha_deg,cl_delta_per_deg,cl_p_hat,roll_rate_at_nominal_degps,roll_rate_at_max_degps,low_speed_cl_delta_per_deg_proxy,low_speed_cl_p_hat_proxy,low_speed_roll_rate_at_nominal_degps_proxy,low_speed_roll_rate_at_max_degps_proxy,score,selected_flap_span_fraction,selected_flap_chord_fraction,selected_flap_deflection_deg
0.16,0.16,0.84,0.01792,0.025599999999999998,0.619,4.9896146772400005,11.168722708125582,12.0,0.00046959488165889443,-0.43117846929556447,8.736087119920459,12.480124457029229,0.002343097513882001,-1.955880006282369,4.804728238505091,6.863897483578702,0.07875978220019886,0.65,0.34,40.0
0.16,0.19,0.84,0.021279999999999997,0.030399999999999996,0.619,4.9896146772400005,11.168722708125582,12.0,0.0005963041098376009,-0.43117846929556447,11.093316509552361,15.847595013646231,0.002975327738544227,-1.955880006282369,6.101172110633239,8.715960158047482,0.0776667087261191,0.65,0.34,40.0
0.16,0.22,0.84,0.02464,0.0352,0.619,4.9896146772400005,11.168722708125582,12.0,0.0007352218183955694,-0.43117846929556447,13.677665811177986,19.539522587397126,0.0036684735760936153,-1.955880006282369,7.5225288229956275,10.74646974713661,0.07600583547205503,0.65,0.34,40.0
0.16,0.25,0.84,0.027999999999999997,0.04,0.619,4.9896146772400005,11.168722708125582,12.0,0.0008863480073328003,-0.43117846929556447,16.48913502479735,23.555907178281927,0.004422535026530168,-1.955880006282369,9.068798375592262,12.955426250846092,0.07377716243800664,0.65,0.34,40.0
0.16,0.28,0.84,0.03136,0.0448,0.619,4.9896146772400005,11.168722708125582,12.0,0.0010496826766492938,-0.43117846929556447,19.527724150410446,27.896748786300634,0.005237512089853886,-1.955880006282369,10.739980768423148,15.342829669175929,0.07098068962397389,0.65,0.34,40.0
0.2,0.16,0.8,0.0224,0.032,0.6951999999999998,5.480743333792,11.705493724948127,12.125,0.0005742328715937566,-0.43124090431533385,10.68116858560306,15.258812265147226,0.003147222983031719,-1.9561632194192826,6.452724119691582,9.218177313845118,0.08029707853599236,0.65,0.34,40.0
0.2,0.19,0.8,0.0266,0.038,0.6951999999999998,5.480743333792,11.705493724948127,12.125,0.0007291762212688051,-0.43124090431533385,13.563232850757247,19.37604692965321,0.003996427713878644,-1.9561632194192826,8.19384125020185,11.705487500288358,0.07909191787310689,0.65,0.34,40.0
0.2,0.22,0.8,0.030799999999999998,0.044,0.6951999999999998,5.480743333792,11.705493724948127,12.125,0.0008990484192337126,-0.43124090431533385,16.722985059707316,23.889978656724733,0.004927453630471405,-1.9561632194192826,10.102715651680992,14.432450930972847,0.0771925373507317,0.65,0.34,40.0
0.2,0.25,0.8,0.034999999999999996,0.049999999999999996,0.6951999999999998,5.480743333792,11.705493724948127,12.125,0.0010838494654884783,-0.43124090431533385,20.16042521245325,28.80060744636179,0.005940300732809999,-1.9561632194192826,12.179347324129001,17.399067605898576,0.07459893696886687,0.65,0.34,40.0
0.2,0.28,0.8,0.0392,0.056,0.6951999999999998,5.480743333792,11.705493724948127,12.125,0.0012835793600331031,-0.43124090431533385,23.875553308995073,34.1079332985644,0.0070349690208944314,-1.9561632194192826,14.423736267545891,20.605337525065558,0.07131111672751232,0.65,0.34,40.0
0.24,0.16,0.76,0.026879999999999998,0.0384,0.7459999999999999,5.80816243816,12.050064769701448,12.0,0.0006737665693366744,-0.43207596666452747,12.508349755533166,17.869071079333093,0.003913345680109198,-1.9599511677262917,8.007992059020799,11.439988655743996,0.08212912561116709,0.65,0.34,40.0
0.24,0.19,0.76,0.03192,0.0456,0.7459999999999999,5.80816243816,12.050064769701448,12.0,0.0008555667662887316,-0.43207596666452747,15.883436250756471,22.690623215366383,0.004969270755296226,-1.9599511677262917,10.16876197515627,14.526802821651813,0.08089140937310882,0.65,0.34,40.0
0.24,0.22,0.76,0.03696,0.0528,0.7459999999999999,5.80816243816,12.050064769701448,12.0,0.0010548834785675562,-0.43207596666452747,19.58371356157793,27.976733659397045,0.006126934596851639,-1.9599511677262917,12.537722861313553,17.91103265901936,0.07884071609605517,0.65,0.34,40.0
0.24,0.25,0.76,0.041999999999999996,0.06,0.7459999999999999,5.80816243816,12.050064769701448,12.0,0.0012717167061731477,-0.43207596666452747,23.609181687997538,33.72740241142505,0.007386337204775434,-1.9599511677262917,15.11487471749264,21.592678167846625,0.07597704578000615,0.65,0.34,40.0
0.24,0.28,0.76,0.04704,0.0672,0.7459999999999999,5.80816243816,12.050064769701448,12.0,0.001506066449105508,-0.43207596666452747,27.95984063001532,39.94262947145046,0.00874747857906762,-1.9599511677262917,17.90021754369355,25.571739348133644,0.07230039842496169,0.65,0.34,40.0
0.28,0.16,0.72,0.03136,0.0448,0.6531428571428568,5.209674199017141,11.41235536492921,12.0,0.0007681959748876478,-0.4329778994860729,14.23170608780277,20.331008696861097,0.0040020507501609985,-1.9640424489434467,8.172452293651775,11.674931848073964,0.08422073478049308,0.65,0.34,40.0
